show_id,season_ids,platform,account_handle,account_url,authority_class,authority_status,evidence_video_count,official_evidence_video_count,evidence_strength,evidence_receipt_count,source_channel_ids,first_observed_at,last_observed_at,evidence_video_urls
GDHAHA,GDHAHA_S1,facebook,profile.php,https://www.facebook.com/profile.php,SOURCE_LINKED_CANDIDATE,NEEDS_REVIEW,1,0,LOW,1,UC5r5JOriizAdvECu6-Yh8cw,2026-08-12T18:15:18.909179+07:00,2026-08-12T18:15:18.909179+07:00,https://www.youtube.com/watch?v=6nsyqg_xhkg
GDHAHA,GDHAHA_S1,tiktok,giadinhhaha_official,https://www.tiktok.com/@giadinhhaha_official,SOURCE_LINKED_CANDIDATE,NEEDS_REVIEW,52,39,HIGH,2,UC9G7oeTsVSoD2Z2Lt7eKdjQ|UC_np0YZuvNMIJceE6jHeggQ|UCecta98cdYVFV6L_lfH__IA|UCh_zF2FsiCflCPgYDudtcqg,2026-08-12T18:15:18.909179+07:00,2026-08-12T18:38:24.594334+07:00,https://www.youtube.com/watch?v=-LBiZymfNOQ|https://www.youtube.com/watch?v=-oDRqSVjVGY|https://www.youtube.com/watch?v=2Mv3GJygGPw|https://www.youtube.com/watch?v=3UdiCEi6Y40|https://www.youtube.com/watch?v=4aKkzzR6ifE|https://www.youtube.com/watch?v=99rHfB7cQgs|https://www.youtube.com/watch?v=9plPYoyb1ew|https://www.youtube.com/watch?v=9q10WK_xkmk|https://www.youtube.com/watch?v=9v5YHXWRGug|https://www.youtube.com/watch?v=A7O573siD6M
HTRR,HTRR_2023,facebook,dongtaypromotion,https://www.facebook.com/dongtaypromotion,SOURCE_LINKED_CANDIDATE,NEEDS_REVIEW,22,22,HIGH,1,UCFMEYTv6N64hIL9FlQ_hxBw,2026-08-12T14:33:16.956174+07:00,2026-08-12T14:33:16.956174+07:00,https://www.youtube.com/watch?v=-pAxDFjMapA&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=24|https://www.youtube.com/watch?v=4Ga-vpXo4Uc&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=7|https://www.youtube.com/watch?v=6sUTRygdhZ8&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=22|https://www.youtube.com/watch?v=7uw4lcoRXW4&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=18|https://www.youtube.com/watch?v=8DNMXPhvwz0&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=8|https://www.youtube.com/watch?v=8pqbkEZsnTQ&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=4|https://www.youtube.com/watch?v=D5CwUO6tdMM&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=9|https://www.youtube.com/watch?v=FSFHU581-Fo&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=2|https://www.youtube.com/watch?v=Gr5Zthvftg4&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=6|https://www.youtube.com/watch?v=IyKYci8EkRQ&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=12
HTRR,HTRR_2023,instagram,dongtaypromotion.official,https://www.instagram.com/dongtaypromotion.official,SOURCE_LINKED_CANDIDATE,NEEDS_REVIEW,22,22,HIGH,1,UCFMEYTv6N64hIL9FlQ_hxBw,2026-08-12T14:33:16.956174+07:00,2026-08-12T14:33:16.956174+07:00,https://www.youtube.com/watch?v=-pAxDFjMapA&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=24|https://www.youtube.com/watch?v=4Ga-vpXo4Uc&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=7|https://www.youtube.com/watch?v=6sUTRygdhZ8&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=22|https://www.youtube.com/watch?v=7uw4lcoRXW4&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=18|https://www.youtube.com/watch?v=8DNMXPhvwz0&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=8|https://www.youtube.com/watch?v=8pqbkEZsnTQ&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=4|https://www.youtube.com/watch?v=D5CwUO6tdMM&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=9|https://www.youtube.com/watch?v=FSFHU581-Fo&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=2|https://www.youtube.com/watch?v=Gr5Zthvftg4&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=6|https://www.youtube.com/watch?v=IyKYci8EkRQ&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=12
HTRR,HTRR_2023,tiktok,dongtaypromotionofficial,https://www.tiktok.com/@dongtaypromotionofficial,SOURCE_LINKED_CANDIDATE,NEEDS_REVIEW,22,22,HIGH,1,UCFMEYTv6N64hIL9FlQ_hxBw,2026-08-12T14:33:16.956174+07:00,2026-08-12T14:33:16.956174+07:00,https://www.youtube.com/watch?v=-pAxDFjMapA&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=24|https://www.youtube.com/watch?v=4Ga-vpXo4Uc&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=7|https://www.youtube.com/watch?v=6sUTRygdhZ8&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=22|https://www.youtube.com/watch?v=7uw4lcoRXW4&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=18|https://www.youtube.com/watch?v=8DNMXPhvwz0&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=8|https://www.youtube.com/watch?v=8pqbkEZsnTQ&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=4|https://www.youtube.com/watch?v=D5CwUO6tdMM&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=9|https://www.youtube.com/watch?v=FSFHU581-Fo&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=2|https://www.youtube.com/watch?v=Gr5Zthvftg4&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=6|https://www.youtube.com/watch?v=IyKYci8EkRQ&list=PLy_TpcUT2LZtT4YxNqO277e2zk-7oUS_6&index=12
LCHC,LCHC_2023,facebook,htv.hcm,https://www.facebook.com/htv.hcm,SOURCE_LINKED_CANDIDATE,NEEDS_REVIEW,30,30,HIGH,1,UCbq8aOyj9ZtIqcD-0MwG1fQ,2026-08-12T14:39:15.554943+07:00,2026-08-12T14:39:15.554943+07:00,https://www.youtube.com/watch?v=-iUM_VFRk5U&list=PLJSRfYQoW3dmvVTD69QV9X8wpEgxGFfca&index=28|https://www.youtube.com/watch?v=-wCGpXvncaY&list=PLJSRfYQoW3dmvVTD69QV9X8wpEgxGFfca&index=19|https://www.youtube.com/watch?v=6igCf-EP3Tc&list=PLJSRfYQoW3dmvVTD69QV9X8wpEgxGFfca&index=29|https://www.youtube.com/watch?v=8gGzIo_vgxA&list=PLJSRfYQoW3dmvVTD69QV9X8wpEgxGFfca&index=7|https://www.youtube.com/watch?v=8lTMF4KHaOU&list=PLJSRfYQoW3dmvVTD69QV9X8wpEgxGFfca&index=30|https://www.youtube.com/watch?v=8poLNRFOrI0&list=PLJSRfYQoW3dmvVTD69QV9X8wpEgxGFfca&index=6|https://www.youtube.com/watch?v=B2tRR8fGb6c&list=PLJSRfYQoW3dmvVTD69QV9X8wpEgxGFfca&index=18|https://www.youtube.com/watch?v=C7hRrH4zIps&list=PLJSRfYQoW3dmvVTD69QV9X8wpEgxGFfca&index=9|https://www.youtube.com/watch?v=DfyU9OA7P-4&list=PLJSRfYQoW3dmvVTD69QV9X8wpEgxGFfca&index=27|https://www.youtube.com/watch?v=L-mEt6NfURE&list=PLJSRfYQoW3dmvVTD69QV9X8wpEgxGFfca&index=26
MAGDV,MAGDV_CONTINUOUS,facebook,beecommnetwork,https://www.facebook.com/beecommnetwork,SOURCE_LINKED_CANDIDATE,NEEDS_REVIEW,61,61,HIGH,1,UClOMHp76zB3wHcKGYxTRWFA,2026-08-12T14:46:24.722846+07:00,2026-08-12T14:46:24.722846+07:00,https://www.youtube.com/watch?v=4g87MXCejDs&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=23|https://www.youtube.com/watch?v=5qLkfI_D9g4&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=55|https://www.youtube.com/watch?v=8bXTcPkA-5o&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=15|https://www.youtube.com/watch?v=8i2a9D8v3e4&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=13|https://www.youtube.com/watch?v=8rI1fOk_sQs&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=26|https://www.youtube.com/watch?v=9VPCArT2018&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=20|https://www.youtube.com/watch?v=Ac2DGvM_LRw&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=14|https://www.youtube.com/watch?v=BoHwSArMwe8&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=36|https://www.youtube.com/watch?v=DEnnQwS9Arc&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=27|https://www.youtube.com/watch?v=HP6mZi69pZI&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=59
MAGDV,MAGDV_CONTINUOUS,facebook,goldenmoonne..,https://www.facebook.com/goldenmoonne..,SOURCE_LINKED_CANDIDATE,NEEDS_REVIEW,18,18,HIGH,1,UClOMHp76zB3wHcKGYxTRWFA,2026-08-12T14:46:24.722846+07:00,2026-08-12T14:46:24.722846+07:00,https://www.youtube.com/watch?v=1wqiL_lIocA&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=182|https://www.youtube.com/watch?v=5JN4pyK124Q&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=183|https://www.youtube.com/watch?v=8_4n97cdD1c&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=188|https://www.youtube.com/watch?v=DNr_BKGjyGI&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=181|https://www.youtube.com/watch?v=Jub1VU98C1Q&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=194|https://www.youtube.com/watch?v=LEJL2WK8kiM&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=191|https://www.youtube.com/watch?v=Q8T5XsFzv3A&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=195|https://www.youtube.com/watch?v=d9ARkVZNOAo&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=179|https://www.youtube.com/watch?v=gLtePPnkaOc&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=190|https://www.youtube.com/watch?v=gpoYmpp1bVk&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=186
MAGDV,MAGDV_CONTINUOUS,facebook,goldenmoonnetwork,https://www.facebook.com/goldenmoonnetwork,SOURCE_LINKED_CANDIDATE,NEEDS_REVIEW,134,134,HIGH,1,UClOMHp76zB3wHcKGYxTRWFA,2026-08-12T14:46:24.722846+07:00,2026-08-12T14:46:24.722846+07:00,https://www.youtube.com/watch?v=09U3u2W4hpE&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=90|https://www.youtube.com/watch?v=0XsDJ9tkx3Q&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=131|https://www.youtube.com/watch?v=0vk2VVEoYhI&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=107|https://www.youtube.com/watch?v=1P1AWJhGyss&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=133|https://www.youtube.com/watch?v=1wqiL_lIocA&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=182|https://www.youtube.com/watch?v=2akIXg55tws&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=85|https://www.youtube.com/watch?v=2yeyKzMA3FY&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=157|https://www.youtube.com/watch?v=34dBK3fB9D4&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=151|https://www.youtube.com/watch?v=4rWZ7KTACNk&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=150|https://www.youtube.com/watch?v=5JN4pyK124Q&list=PLDNVHSVr-vVkKKgcJr--k4Dtplx8TwHmW&index=183
MVNBLST,MVNBLST_S1|MVNBLST_S2|MVNBLST_S3|MVNBLST_S4|MVNBLST_S5,facebook,htv.hcm,https://www.facebook.com/htv.hcm,SOURCE_LINKED_CANDIDATE,NEEDS_REVIEW,59,59,HIGH,5,UCbq8aOyj9ZtIqcD-0MwG1fQ,2026-08-12T18:19:17.797329+07:00,2026-08-12T18:27:38.719565+07:00,https://www.youtube.com/watch?v=-pph2VsT8KY|https://www.youtube.com/watch?v=-ynD896rvzY|https://www.youtube.com/watch?v=0_219M4qEV0|https://www.youtube.com/watch?v=1sl8ElJVvfo|https://www.youtube.com/watch?v=5X3-IYubPuI|https://www.youtube.com/watch?v=8nV82ehZf20|https://www.youtube.com/watch?v=AQk--_LVzgo|https://www.youtube.com/watch?v=AfP9uWukWbE|https://www.youtube.com/watch?v=D3TKXPY60M0|https://www.youtube.com/watch?v=DfVCVkvDGcA
MVNBLST,MVNBLST_S1|MVNBLST_S2|MVNBLST_S3|MVNBLST_S4,facebook,mevangnhabalasieunhan,https://www.facebook.com/mevangnhabalasieunhan,SOURCE_LINKED_CANDIDATE,NEEDS_REVIEW,6,6,HIGH,4,UCT4q1IIX1rWoN95I-_89aVw,2026-08-12T18:19:17.797329+07:00,2026-08-12T18:25:04.193801+07:00,https://www.youtube.com/watch?v=-31JrDUQqKk|https://www.youtube.com/watch?v=115sg7RBJUY|https://www.youtube.com/watch?v=cpBMX1iycsU|https://www.youtube.com/watch?v=h4gKU9f5PPE|https://www.youtube.com/watch?v=owqoZ9ydtAI|https://www.youtube.com/watch?v=xUfuXW0HlUA
MVNBLST,MVNBLST_S1|MVNBLST_S2|MVNBLST_S3|MVNBLST_S4|MVNBLST_S5,tiktok,htvofficial,https://www.tiktok.com/@htvofficial,SOURCE_LINKED_CANDIDATE,NEEDS_REVIEW,18,18,HIGH,5,UCbq8aOyj9ZtIqcD-0MwG1fQ,2026-08-12T18:19:17.797329+07:00,2026-08-12T18:27:38.719565+07:00,https://www.youtube.com/watch?v=-pph2VsT8KY|https://www.youtube.com/watch?v=5X3-IYubPuI|https://www.youtube.com/watch?v=AQk--_LVzgo|https://www.youtube.com/watch?v=KhLBJny21Qk|https://www.youtube.com/watch?v=LB7GwU8rmEQ|https://www.youtube.com/watch?v=P00k-HL7-j8|https://www.youtube.com/watch?v=PuxXAVvZR3o|https://www.youtube.com/watch?v=Vw0XPXf0CJQ|https://www.youtube.com/watch?v=WFoPK8WO4_A|https://www.youtube.com/watch?v=ZcuAvCXUZhE
NHVDDP,NHVDDP_2024,facebook,htv.hcm,https://www.facebook.com/htv.hcm,SOURCE_LINKED_CANDIDATE,NEEDS_REVIEW,35,35,HIGH,1,UCbq8aOyj9ZtIqcD-0MwG1fQ,2026-08-12T14:02:28.457550+07:00,2026-08-12T14:02:28.457550+07:00,https://www.youtube.com/watch?v=-8aJGDB6bAk&list=PLJSRfYQoW3dlrKn-U263kJN6t8JogGz0r&index=11|https://www.youtube.com/watch?v=-H8-h4jsRvk&list=PLJSRfYQoW3dlrKn-U263kJN6t8JogGz0r&index=23|https://www.youtube.com/watch?v=06Z2gehsFqw&list=PLJSRfYQoW3dlrKn-U263kJN6t8JogGz0r&index=5|https://www.youtube.com/watch?v=49Qgth6Ga04&list=PLJSRfYQoW3dlrKn-U263kJN6t8JogGz0r&index=3|https://www.youtube.com/watch?v=4VA5JTktIBQ&list=PLJSRfYQoW3dlrKn-U263kJN6t8JogGz0r&index=7|https://www.youtube.com/watch?v=6N_lgzv3wFs&list=PLJSRfYQoW3dlrKn-U263kJN6t8JogGz0r&index=27|https://www.youtube.com/watch?v=7U2NWuFAOv8&list=PLJSRfYQoW3dlrKn-U263kJN6t8JogGz0r&index=35|https://www.youtube.com/watch?v=8ClSKzIXYPo&list=PLJSRfYQoW3dlrKn-U263kJN6t8JogGz0r&index=21|https://www.youtube.com/watch?v=9NL9gYnsxRU&list=PLJSRfYQoW3dlrKn-U263kJN6t8JogGz0r&index=2|https://www.youtube.com/watch?v=ChZ1BBGYGJc&list=PLJSRfYQoW3dlrKn-U263kJN6t8JogGz0r&index=8
NHVDDP,NHVDDP_2024,tiktok,htvofficial,https://www.tiktok.com/@htvofficial,SOURCE_LINKED_CANDIDATE,NEEDS_REVIEW,8,8,HIGH,1,UCbq8aOyj9ZtIqcD-0MwG1fQ,2026-08-12T14:02:28.457550+07:00,2026-08-12T14:02:28.457550+07:00,https://www.youtube.com/watch?v=7U2NWuFAOv8&list=PLJSRfYQoW3dlrKn-U263kJN6t8JogGz0r&index=35|https://www.youtube.com/watch?v=9NL9gYnsxRU&list=PLJSRfYQoW3dlrKn-U263kJN6t8JogGz0r&index=2|https://www.youtube.com/watch?v=FPKouqoV1Ko&list=PLJSRfYQoW3dlrKn-U263kJN6t8JogGz0r&index=20|https://www.youtube.com/watch?v=Tua7IjtxPWA&list=PLJSRfYQoW3dlrKn-U263kJN6t8JogGz0r&index=1|https://www.youtube.com/watch?v=jyNIIb4Vzj4&list=PLJSRfYQoW3dlrKn-U263kJN6t8JogGz0r&index=10|https://www.youtube.com/watch?v=wA2gFjZdbpk&list=PLJSRfYQoW3dlrKn-U263kJN6t8JogGz0r&index=34|https://www.youtube.com/watch?v=z-MiG42piqY&list=PLJSRfYQoW3dlrKn-U263kJN6t8JogGz0r&index=36|https://www.youtube.com/watch?v=z2_54GZwNKs&list=PLJSRfYQoW3dlrKn-U263kJN6t8JogGz0r&index=37
OURSONG,OURSONG_2024,facebook,dongtaypromotion,https://www.facebook.com/dongtaypromotion,SOURCE_LINKED_CANDIDATE,NEEDS_REVIEW,15,15,HIGH,1,UCFMEYTv6N64hIL9FlQ_hxBw,2026-08-12T14:00:36.110442+07:00,2026-08-12T14:00:36.110442+07:00,https://www.youtube.com/watch?v=0HMkCTg_IFE&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=12|https://www.youtube.com/watch?v=1PbUucFccGg&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=3|https://www.youtube.com/watch?v=2V20IKyMqnM&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=2|https://www.youtube.com/watch?v=ElnXBYa2hsQ&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=6|https://www.youtube.com/watch?v=MbLvPIt7cAA&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=13|https://www.youtube.com/watch?v=PJ7ZVNcyqvM&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=5|https://www.youtube.com/watch?v=RUpi6MrvdUo&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=7|https://www.youtube.com/watch?v=RYPVmeZ0RCk&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=10|https://www.youtube.com/watch?v=RoBPjIwFbb0&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=9|https://www.youtube.com/watch?v=Z-z5GnsUEeE&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=4
OURSONG,OURSONG_2024,facebook,mianlienacecook,https://www.facebook.com/mianlienacecook,SOURCE_LINKED_CANDIDATE,NEEDS_REVIEW,1,1,MEDIUM,1,UCFMEYTv6N64hIL9FlQ_hxBw,2026-08-12T14:00:36.110442+07:00,2026-08-12T14:00:36.110442+07:00,https://www.youtube.com/watch?v=2V20IKyMqnM&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=2
OURSONG,OURSONG_2024,instagram,dongtaypromotion.official,https://www.instagram.com/dongtaypromotion.official,SOURCE_LINKED_CANDIDATE,NEEDS_REVIEW,15,15,HIGH,1,UCFMEYTv6N64hIL9FlQ_hxBw,2026-08-12T14:00:36.110442+07:00,2026-08-12T14:00:36.110442+07:00,https://www.youtube.com/watch?v=0HMkCTg_IFE&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=12|https://www.youtube.com/watch?v=1PbUucFccGg&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=3|https://www.youtube.com/watch?v=2V20IKyMqnM&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=2|https://www.youtube.com/watch?v=ElnXBYa2hsQ&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=6|https://www.youtube.com/watch?v=MbLvPIt7cAA&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=13|https://www.youtube.com/watch?v=PJ7ZVNcyqvM&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=5|https://www.youtube.com/watch?v=RUpi6MrvdUo&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=7|https://www.youtube.com/watch?v=RYPVmeZ0RCk&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=10|https://www.youtube.com/watch?v=RoBPjIwFbb0&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=9|https://www.youtube.com/watch?v=Z-z5GnsUEeE&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=4
OURSONG,OURSONG_2024,tiktok,dongtaypromotionofficial,https://www.tiktok.com/@dongtaypromotionofficial,SOURCE_LINKED_CANDIDATE,NEEDS_REVIEW,15,15,HIGH,1,UCFMEYTv6N64hIL9FlQ_hxBw,2026-08-12T14:00:36.110442+07:00,2026-08-12T14:00:36.110442+07:00,https://www.youtube.com/watch?v=0HMkCTg_IFE&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=12|https://www.youtube.com/watch?v=1PbUucFccGg&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=3|https://www.youtube.com/watch?v=2V20IKyMqnM&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=2|https://www.youtube.com/watch?v=ElnXBYa2hsQ&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=6|https://www.youtube.com/watch?v=MbLvPIt7cAA&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=13|https://www.youtube.com/watch?v=PJ7ZVNcyqvM&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=5|https://www.youtube.com/watch?v=RUpi6MrvdUo&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=7|https://www.youtube.com/watch?v=RYPVmeZ0RCk&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=10|https://www.youtube.com/watch?v=RoBPjIwFbb0&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=9|https://www.youtube.com/watch?v=Z-z5GnsUEeE&list=PLy_TpcUT2LZs0BkTqKYtAn61FZgtT3XwP&index=4
RAPVIET,RAPVIET_2020,facebook,artistwowy,https://www.facebook.com/artistwowy,SOURCE_LINKED_CANDIDATE,NEEDS_REVIEW,2,0,LOW,1,UC4epxz9TwShqMzkmm28nh2w,2026-08-12T16:26:07.057856+07:00,2026-08-12T16:26:07.057856+07:00,https://www.youtube.com/watch?v=7jQipab-Ddc&list=RD7jQipab-Ddc&start_radio=1|https://www.youtube.com/watch?v=j0GGyKgouvw&list=RDj0GGyKgouvw&start_radio=1
RAPVIET,RAPVIET_2020,facebook,becksvn.offi..,https://www.facebook.com/becksvn.offi..,SOURCE_LINKED_CANDIDATE,NEEDS_REVIEW,1,0,LOW,1,UC0IpGYsi1KVorZ7QVCHfdag,2026-08-12T16:26:07.057856+07:00,2026-08-12T16:26:07.057856+07:00,https://www.youtube.com/watch?v=jgZkrA8E5do&list=RDjgZkrA8E5do&start_radio=1
RAPVIET,RAPVIET_2020,facebook,binz.le,https://www.facebook.com/binz.le,SOURCE_LINKED_CANDIDATE,NEEDS_REVIEW,1,0,LOW,1,UC0IpGYsi1KVorZ7QVCHfdag,2026-08-12T16:26:07.057856+07:00,2026-08-12T16:26:07.057856+07:00,https://www.youtube.com/watch?v=jgZkrA8E5do&list=RDjgZkrA8E5do&start_radio=1
RAPVIET,RAPVIET_2020,facebook,dcgangs,https://www.facebook.com/dcgangs,SOURCE_LINKED_CANDIDATE,NEEDS_REVIEW,1,0,LOW,1,UC2U9kSoYZaeaaeOHK9TyAag,2026-08-12T16:26:07.057856+07:00,2026-08-12T16:26:07.057856+07:00,https://www.youtube.com/watch?v=DvUjzHqmPHU&list=RDDvUjzHqmPHU&start_radio=1
RAPVIET,RAPVIET_2020,facebook,dvtuantran,https://www.facebook.com/dvtuantran,SOURCE_LINKED_CANDIDATE,NEEDS_REVIEW,1,0,LOW,1,UCE5_ajsZzs_gLLfsrrQzgNg,2026-08-12T16:26:07.057856+07:00,2026-08-12T16:26:07.057856+07:00,https://www.youtube.com/watch?v=pBSv1ZJWSAY
RAPVIET,RAPVIET_2020,facebook,faptv.thaivu,https://www.facebook.com/faptv.thaivu,SOURCE_LINKED_CANDIDATE,NEEDS_REVIEW,1,0,LOW,1,UC0jDoh3tVXCaqJ6oTve8ebA,2026-08-12T16:26:07.057856+07:00,2026-08-12T16:26:07.057856+07:00,https://www.youtube.com/watch?v=DaCtL3pjcFs
RAPVIET,RAPVIET_2020,facebook,freefirevn,https://www.facebook.com/freefirevn,SOURCE_LINKED_CANDIDATE,NEEDS_REVIEW,1,0,LOW,1,UCKgALVAg70mbC4SwhkyhvRw,2026-08-12T16:26:07.057856+07:00,2026-08-12T16:26:07.057856+07:00,https://www.youtube.com/watch?v=QBvL3Ffn1u4&list=RDQBvL3Ffn1u4&start_radio=1
RAPVIET,RAPVIET_2021,facebook,herothanh61,https://www.facebook.com/herothanh61,SOURCE_LINKED_CANDIDATE,NEEDS_REVIEW,1,0,LOW,1,UC1g9cYom4vYnNt3EUEl08Lg,2026-08-12T16:28:38.436878+07:00,2026-08-12T16:28:38.436878+07:00,https://www.youtube.com/watch?v=8J5deuAfPNo
RAPVIET,RAPVIET_2020,facebook,huynhphuongfaptv,https://www.facebook.com/huynhphuongfaptv,SOURCE_LINKED_CANDIDATE,NEEDS_REVIEW,1,0,LOW,1,UC0jDoh3tVXCaqJ6oTve8ebA,2026-08-12T16:26:07.057856+07:00,2026-08-12T16:26:07.057856+07:00,https://www.youtube.com/watch?v=DaCtL3pjcFs
