platform,native_content_id,metric_name,metric_value_exact,observed_at,metric_definition_version,visibility,receipt_id
youtube,qf669rs8G4Q,view_count,2474693,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,Zc4yvStIEmA,view_count,1819696,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,xrK2VheacxM,view_count,7773497,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,pKvmjDL7uk4,view_count,371557,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,ywMn_mROf8Y,view_count,2615447,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,XzO4-H6Rfas,view_count,4313225,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,Kg-8JeBCrBc,view_count,153133,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,C53HeQnpV68,view_count,662354,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,7jQipab-Ddc,view_count,129323586,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,Wf2Ahoh3bfk,view_count,15967794,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,3YZv49zhbHE,view_count,2313,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,WaNV06mlGf8,view_count,1761101,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,2Qk547vzDbI,view_count,8548141,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,Pv7JKxRd7jo,view_count,33561237,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,w_aG_OX7HyU,view_count,3027048,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,IULwVdeXP1c,view_count,33132090,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,mWoqLKmorNY,view_count,148,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,a2nP96B_LR0,view_count,1326498,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,KPaRJWX0qZc,view_count,10451282,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,lxzwToyF8RY,view_count,11,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,MwbbSs9Rbbo,view_count,2278997,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,CulBRA4HFgk,view_count,21671056,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,XBl4OEYROxM,view_count,379,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,LSEl4fmJUQ4,view_count,704,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,GygCMziGD4g,view_count,1330829,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,jgZkrA8E5do,view_count,105264285,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,pBSv1ZJWSAY,view_count,5475086,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,takrce_4Fhw,view_count,5958605,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,DRwB3JpfGHg,view_count,1679442,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,ECxVfrwwTp0,view_count,140910361,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,4nXySbfCbDA,view_count,34643346,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,z1jrooei2fM,view_count,228,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,OLWfr9EaowY,view_count,8918,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,lrpOGToQtYk,view_count,870268,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,j0GGyKgouvw,view_count,6334661,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,KYpTlUrSemc,view_count,765492,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,DvUjzHqmPHU,view_count,6374270,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,QBvL3Ffn1u4,view_count,76770640,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,08yL3If10Fw,view_count,134877,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,Esv_4sttow0,view_count,1422299,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,YtLx_sfJquA,view_count,14045674,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,t9uzzhj8yIQ,view_count,2005308,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,eo_JVyY1Ra4,view_count,45213923,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,0R8IbpKXavM,view_count,142850388,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,5l14ORIo3Eg,view_count,1617,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,ktHB3rZ50no,view_count,13800337,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,0xhL1vktTOQ,view_count,249,2026-08-12T18:29:50.022013+07:00,youtube_public_v1,PUBLIC,i8Yes35BVH22XIPbc
youtube,MWaDGbzln40,view_count,856854,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,vrcjoqeLeJI,view_count,21136780,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,M2lOaZGcrfs,view_count,17774,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,FqQFHT7vQYs,view_count,776194,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,ZMmB6vdUWeA,view_count,183755,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,aocSFqtnzMk,view_count,32683060,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,C7YnHMRAEOk,view_count,844085,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,vMxNIcVl-Hg,view_count,23231722,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,FMTZgu7ZgZk,view_count,191550,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,Q5wEM8KkttQ,view_count,676369,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,AodLnMD9SG8,view_count,346621,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,z5m6QqGKe7U,view_count,1287491,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,XMGcYBNpgrs,view_count,9446013,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,2oYGm0SUAfc,view_count,10648297,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,91vIcHGBlo4,view_count,29711299,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,z-om83sLpc0,view_count,150962,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,eTBQVCNPsLU,view_count,3453265,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,JIigSESgzfo,view_count,773327,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,k48bVMJozHY,view_count,23627093,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,-1zHYo12SHs,view_count,3790199,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,IkSUYwMobk4,view_count,4531105,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,JYEtE7NNj0Y,view_count,2224863,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,51YGj1aanwM,view_count,9774,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,BEOn7vNpRw0,view_count,50701,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,tSM_PfjsQbY,view_count,140822,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,tHoM6g_daAk,view_count,376357,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,C86xcpKfbkA,view_count,548404,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,fHMqRodjlHI,view_count,665551,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,4FMKF6dDEBo,view_count,7424024,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,Zt7eyyAIEDw,view_count,12699177,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,2kxjMApnJc0,view_count,5171600,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,0zlERjxCoAY,view_count,192811,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,gBm_8PnaNz8,view_count,4,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,8H2OfUxmeTI,view_count,336987,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,Jptj0j_qesg,view_count,122874,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,H1i1VJQCCuU,view_count,8638296,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,5eIBmqIiLOzg44Gj6
youtube,H1i1VJQCCuU,like_count,44000,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,5eIBmqIiLOzg44Gj6
youtube,H1i1VJQCCuU,comment_count,4487,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,5eIBmqIiLOzg44Gj6
youtube,9XoOCDoxyKw,view_count,5197214,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,-eXwh9ctbeM,view_count,213573,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,JYeelLhzmvQ,view_count,5510319,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,xRJaG_k_1_s,view_count,1815689,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,8J5deuAfPNo,view_count,722,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,1wvoFhQbpUA,view_count,5591643,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,l9-KQmN_GNo,view_count,2217543,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,jN7SwMc6Ecs,view_count,729216,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,6Q1ZrGLaG9I,view_count,274174,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,Ij2U7EOHXY4,view_count,345527,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,D1OpuAtzGlE,view_count,5128,2026-08-12T18:31:13.896366+07:00,youtube_public_v1,PUBLIC,yRSEIBGUUNQ04wzQA
youtube,2o0cNxO2fWE,view_count,7778386,2026-08-12T13:58:29.187848+07:00,youtube_public_v1,PUBLIC,ehOMbyiKThKUMtTen
youtube,xiAcFjb-L2c,view_count,9256657,2026-08-12T13:58:29.187848+07:00,youtube_public_v1,PUBLIC,ehOMbyiKThKUMtTen
youtube,Yn7of6GIZpg,view_count,8384430,2026-08-12T13:58:29.187848+07:00,youtube_public_v1,PUBLIC,ehOMbyiKThKUMtTen
youtube,4f5TI1AHFJY,view_count,3676485,2026-08-12T13:58:29.187848+07:00,youtube_public_v1,PUBLIC,ehOMbyiKThKUMtTen
youtube,vainx5HZjzg,view_count,3703663,2026-08-12T13:58:29.187848+07:00,youtube_public_v1,PUBLIC,ehOMbyiKThKUMtTen
youtube,zqflOk30rM8,view_count,3147991,2026-08-12T13:58:29.187848+07:00,youtube_public_v1,PUBLIC,ehOMbyiKThKUMtTen
youtube,BpMO0Gn8WBo,view_count,11489922,2026-08-12T13:58:29.187848+07:00,youtube_public_v1,PUBLIC,ehOMbyiKThKUMtTen
youtube,b9P7VfHNdfQ,view_count,5186435,2026-08-12T13:58:29.187848+07:00,youtube_public_v1,PUBLIC,ehOMbyiKThKUMtTen
youtube,czbVyqiDUHE,view_count,2343171,2026-08-12T13:58:29.187848+07:00,youtube_public_v1,PUBLIC,ehOMbyiKThKUMtTen
youtube,cX2tE3WX3Xo,view_count,2676867,2026-08-12T13:58:29.187848+07:00,youtube_public_v1,PUBLIC,ehOMbyiKThKUMtTen
youtube,rReto9XNLLc,view_count,4151927,2026-08-12T13:58:29.187848+07:00,youtube_public_v1,PUBLIC,ehOMbyiKThKUMtTen
youtube,zHIfh_OBWj8,view_count,8321558,2026-08-12T13:58:29.187848+07:00,youtube_public_v1,PUBLIC,ehOMbyiKThKUMtTen
youtube,lOgoXLY7edQ,view_count,3994971,2026-08-12T13:58:29.187848+07:00,youtube_public_v1,PUBLIC,ehOMbyiKThKUMtTen
youtube,XgArxMajFeE,view_count,10010979,2026-08-12T13:58:29.187848+07:00,youtube_public_v1,PUBLIC,ehOMbyiKThKUMtTen
youtube,JVZsRaZ6kTA,view_count,4771876,2026-08-12T13:58:29.187848+07:00,youtube_public_v1,PUBLIC,ehOMbyiKThKUMtTen
youtube,rgLtnS7SsDU,view_count,2586280,2026-08-12T13:58:29.187848+07:00,youtube_public_v1,PUBLIC,ehOMbyiKThKUMtTen
youtube,7JTihdQyplY,view_count,9041702,2026-08-12T13:58:29.187848+07:00,youtube_public_v1,PUBLIC,ehOMbyiKThKUMtTen
youtube,Cyxv7HawRXE,view_count,10864661,2026-08-12T13:58:29.187848+07:00,youtube_public_v1,PUBLIC,ehOMbyiKThKUMtTen
youtube,CvaDn9UhwM0,view_count,4748742,2026-08-12T13:58:29.187848+07:00,youtube_public_v1,PUBLIC,ehOMbyiKThKUMtTen
youtube,vHrARB1pccc,view_count,11375,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,c3EQS9OQ2_Y,view_count,178892,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,ta_e1xjUXWw,view_count,371357,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,ziE53o_ae14,view_count,144680,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,Q1mSK2hge5g,view_count,63447,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,ziCrIk8OaQU,view_count,210590,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,zEGf-qYhK_0,view_count,25714,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,pyPlHuf_U9o,view_count,889784,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,CXAm1VQaqoU,view_count,1493393,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,kkpWHG3_FFE,view_count,273176,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,ZzhN7Cl4Rww,view_count,18752087,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,38bvvPsLsk8,view_count,1282894,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,vTjA-C0bwDA,view_count,912730,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,8QNKX5NivzY,view_count,1382648,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,T7HuCezzRCo,view_count,247127,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,CNSHbeVLe9Q,view_count,399650,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,o1J9vHI76T8,view_count,135438,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,cIdkPF3or0A,view_count,1320168,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,uJie7A81dHQ,view_count,32620222,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,tL0K_tXtK4o,view_count,591169,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,s2UBSFakgJs,view_count,687915,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,fJvZhwXAoBE,view_count,132772,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,WwqMwQGRjug,view_count,205704,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,oY6wNsHUVxM,view_count,142718,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,VvK2fiuYV8U,view_count,1578932,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,aWEehWHQChs,view_count,2834619,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,GlNW899RIcY,view_count,5194140,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,UdvqsInary0,view_count,979348,2026-08-12T16:30:37.452438+07:00,youtube_public_v1,PUBLIC,OoPkMbTamPT06ikpY
youtube,ULq-pq2s9A8,view_count,2919222,2026-08-12T14:03:45.582697+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,cm5JYff8_bg,view_count,1339329,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,NQ05fqgRjS0,view_count,252990,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,o0Imw7vpZcY,view_count,2222659,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,bEas0GWDm1k,view_count,6287443,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,Gm3k7wFXCyg,view_count,833010,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,kqKcOkHiscs,view_count,3785584,2026-08-12T14:03:45.582697+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,teqvMI7_aMk,view_count,5832107,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,4au37MyRqS0,view_count,4950123,2026-08-12T14:03:45.582697+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,XAcCkuh19Uo,view_count,1663821,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,TX_vMs_OKAU,view_count,3547761,2026-08-12T14:03:45.582697+07:00,youtube_public_v1,PUBLIC,GNepb49Reo0c060fy
youtube,RS09g_Ftmpo,view_count,2203911,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,y4js--_H3WU,view_count,4036255,2026-08-12T14:03:45.582697+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,BpHHjXXDSmQ,view_count,863983,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,n57IhgMECM0,view_count,3073877,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,s1s9McomQC0,view_count,1100185,2026-08-12T14:03:45.582697+07:00,youtube_public_v1,PUBLIC,GNepb49Reo0c060fy
youtube,6sMA5CDpNVM,view_count,876191,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,xX6AoMTzdT0,view_count,2688274,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,SxP8Pu142vc,view_count,2404192,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,pzAQXPBma7Q,view_count,2725786,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,Lyw_-VCAles,view_count,8970789,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,_59UjvAU8N0,view_count,1394608,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,TIHeuZmpxf4,view_count,1347423,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,x10eyGSlMfk,view_count,1485533,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,9WPLYEUmI0k,view_count,422569,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,b8dC2QZKSNs,view_count,3112184,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,RP9HG3KBR9c,view_count,6776675,2026-08-12T14:03:45.582697+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,guKCRqCI6bI,view_count,2401376,2026-08-12T14:03:45.582697+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,sLyzOcv8IFQ,view_count,146341,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,7PXelsQ705A,view_count,2575241,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,VWkiZM9RcSs,view_count,554721,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,1zmFIWOBAN0,view_count,1712768,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,ivhXZ6lAkR4,view_count,3421598,2026-08-12T14:03:45.582697+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,wVf_-0UkzcM,view_count,6346193,2026-08-12T14:03:45.582697+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,LooaSRRkhkM,view_count,1799323,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,aGykpL5W-Gs,view_count,844983,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,FSCom5AMqIs,view_count,2261520,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,zRi2TLdr_hw,view_count,1922149,2026-08-12T14:03:45.582697+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,dIunTuujbFw,view_count,1221466,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,uhVD0lmc_ng,view_count,1390078,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,0T7HSkDM5Sw,view_count,3591729,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
