platform,native_content_id,metric_name,metric_value_exact,observed_at,metric_definition_version,visibility,receipt_id
youtube,KEG4PlukTWk,view_count,509785,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,_KNZPFtX-LE,view_count,454466,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,jT8ZStgZVGA,view_count,882217,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,gcfrkr1X0aY,view_count,979619,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,PMFDns6Pf44,view_count,1701089,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,zvQG00MJck0,view_count,3936696,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,WejXfLIIxlM,view_count,4018414,2026-08-12T14:03:45.582697+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,p5UopxlTZ_c,view_count,248407,2026-08-12T18:34:44.945431+07:00,youtube_public_v1,PUBLIC,Bzt4OxzL7shudYpvd
youtube,KoJHUL2etzU,view_count,1598821,2026-08-12T14:03:45.582697+07:00,youtube_public_v1,PUBLIC,GNepb49Reo0c060fy
youtube,gzcj_zS1ijY,view_count,2175242,2026-08-12T14:03:45.582697+07:00,youtube_public_v1,PUBLIC,GNepb49Reo0c060fy
youtube,b84_YhDC-SE,view_count,500245,2026-08-12T14:03:45.582697+07:00,youtube_public_v1,PUBLIC,GNepb49Reo0c060fy
youtube,0yftq9W1H1k,view_count,89182,2026-08-12T14:03:45.582697+07:00,youtube_public_v1,PUBLIC,GNepb49Reo0c060fy
youtube,qudUtpFrzQ0,view_count,142425,2026-08-12T14:03:45.582697+07:00,youtube_public_v1,PUBLIC,GNepb49Reo0c060fy
youtube,LakZMdJpu0Y,view_count,172046,2026-08-12T14:03:45.582697+07:00,youtube_public_v1,PUBLIC,GNepb49Reo0c060fy
youtube,UFdldsOHmzs,view_count,65657,2026-08-12T14:03:45.582697+07:00,youtube_public_v1,PUBLIC,GNepb49Reo0c060fy
youtube,f2VwotgfzmE,view_count,73138,2026-08-12T14:03:45.582697+07:00,youtube_public_v1,PUBLIC,GNepb49Reo0c060fy
youtube,IPVXQNLUNRg,view_count,171252,2026-08-12T14:03:45.582697+07:00,youtube_public_v1,PUBLIC,GNepb49Reo0c060fy
youtube,xF_lJrCON48,view_count,1266826,2026-08-12T14:03:45.582697+07:00,youtube_public_v1,PUBLIC,GNepb49Reo0c060fy
youtube,iOTQREArjGE,view_count,546834,2026-08-12T14:03:45.582697+07:00,youtube_public_v1,PUBLIC,GNepb49Reo0c060fy
youtube,UX4WimPPfLo,view_count,163643,2026-08-12T14:03:45.582697+07:00,youtube_public_v1,PUBLIC,GNepb49Reo0c060fy
youtube,7Tsjl9bOoik,view_count,96509,2026-08-12T14:03:45.582697+07:00,youtube_public_v1,PUBLIC,GNepb49Reo0c060fy
youtube,5jrd9jgivVQ,view_count,56631,2026-08-12T14:03:45.582697+07:00,youtube_public_v1,PUBLIC,GNepb49Reo0c060fy
youtube,1ezn2QIqO40,view_count,4576465,2026-08-12T14:00:05.693993+07:00,youtube_public_v1,PUBLIC,OukmJuGjfOeqqXWfI
youtube,3igqxki1h9M,view_count,50614,2026-08-12T14:00:05.693993+07:00,youtube_public_v1,PUBLIC,OukmJuGjfOeqqXWfI
youtube,FXX-c5GwFZE,view_count,2259526,2026-08-12T14:00:05.693993+07:00,youtube_public_v1,PUBLIC,OukmJuGjfOeqqXWfI
youtube,Mr0JB3t4XY8,view_count,1080592,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,wNd39scijKo,view_count,1210760,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,I7Gdt40SZRE,view_count,162772,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,WiFEX-G_4ao,view_count,614180,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,_iGBYOGj2ZI,view_count,1997598,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,bPUBziReKdE,view_count,1096547,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,QUJSINavsBI,view_count,1800496,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,r5NPcezbnmE,view_count,84562,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,5iQkVQWJOpw,view_count,561902,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,kUa-crHygzQ,view_count,1121248,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,aJhsf1TxKys,view_count,1240540,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,HRdExJFG7WU,view_count,169683,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,b5JbPnht1VY,view_count,486252,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,6GzEsRlOytA,view_count,92825,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,qrALYFAmjgA,view_count,330263,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,6QMYhR4Nf8Y,view_count,125807,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,SrR1Nqxm9pU,view_count,197173,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,Gusgf2D7RRc,view_count,232073,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,YkGVjqImVTw,view_count,11710,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,jbj5zLiZLCU,view_count,113679,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,Qfbw9xgSVdM,view_count,320955,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,6RG4EyVH2e8,view_count,117612,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,Ie2tXi0V7PY,view_count,184855,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,_AKsbfgDnWQ,view_count,180089,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,UNrXcs15K68,view_count,786745,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,CMEH9YQMh7Y,view_count,15277,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,MpAPgDEGqGo,view_count,35015582,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,tLEfYxOKzMo,view_count,3230,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,IuTIm4GmFXU,view_count,14530,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,p8itmzr96_Y,view_count,44541,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,jPAPuSXtcho,view_count,14166,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,ypjokRJkwEA,view_count,90468,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,X5BdEg0KuQA,view_count,14269,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,Kkul3GqUlwY,view_count,10531,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,JXgicOYbNAw,view_count,57947,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,jKgbBAiuAEA,view_count,129472,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,012UkqvOyQo,view_count,68584,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,fssgCx6DTK4,view_count,264681,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,F9NUMucPwQ0,view_count,192665,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,2IxsIrPIgjk,view_count,88769,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,QY-z9fFV7Us,view_count,69165,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,qpcNUfStkA0,view_count,102488,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,coU2VstMJ9Q,view_count,185880,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,66X7FO6QuQI,view_count,158141,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,htxq8QBi9zc,view_count,43383,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,ZVEtUzN6G9w,view_count,431008,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,356W2EvCoiw,view_count,60418,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,m4DYz1fxX-E,view_count,243172,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,2-sk9RyE8Go,view_count,285142,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,xv1rI75Ny8U,view_count,18786,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,GIYXKawNCHU,view_count,108986,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,x3mI_dLvw1E,view_count,3412,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,QtTu_RoZCBQ,view_count,95988,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,DbK36FJsQh4,view_count,63062,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,lQ1FgGEnxiA,view_count,63501,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,WqliTffiozg,view_count,1088576,2026-08-12T18:36:20.551517+07:00,youtube_public_v1,PUBLIC,dVodxnWflcxI3rcZk
youtube,Tua7IjtxPWA,view_count,2351,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,jyNIIb4Vzj4,view_count,765,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,4VA5JTktIBQ,view_count,3823,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,L916R-5CvPM,view_count,1007,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,ChZ1BBGYGJc,view_count,2931,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,bRws8hLBkYA,view_count,1539,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,9NL9gYnsxRU,view_count,1491,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,zIk9YrGXkSs,view_count,20127,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,yZPrz88i-Rs,view_count,3029,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,Hcv7pu_7XMc,view_count,2822,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,-H8-h4jsRvk,view_count,922,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,pOq36klOdUM,view_count,2983,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,kSE_KVOSi28,view_count,1843,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,FR8_XKE2Psc,view_count,1447,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,FPKouqoV1Ko,view_count,1922,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,wA2gFjZdbpk,view_count,51085,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,lnVmE9-TjAg,view_count,37154,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,IfNv1umcw34,view_count,7699,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,_ds0XZOGdLA,view_count,4472,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,ovttO7B7qfo,view_count,19120,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,wiJOqhjg0og,view_count,2283,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,_Y_4Jtyt6SA,view_count,2477,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,z2_54GZwNKs,view_count,18349,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,6N_lgzv3wFs,view_count,14627,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,CPmD7uSgisE,view_count,1214,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,tQhiPGEV804,view_count,30864,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,IKaPCYMshFg,view_count,98303,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,z-MiG42piqY,view_count,25389,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,7U2NWuFAOv8,view_count,9439,2026-08-12T14:03:56.520484+07:00,youtube_public_v1,PUBLIC,c78HBFzRv6MDmbCg3
youtube,18Om1Z4AkPU,view_count,162993,2026-08-12T14:07:02.326255+07:00,youtube_public_v1,PUBLIC,E7hmhsxT1EyJjWMbe
youtube,0tYQFSvQacI,view_count,260083,2026-08-12T14:07:02.326255+07:00,youtube_public_v1,PUBLIC,E7hmhsxT1EyJjWMbe
youtube,OqRc822B6fs,view_count,64897,2026-08-12T14:07:02.326255+07:00,youtube_public_v1,PUBLIC,E7hmhsxT1EyJjWMbe
youtube,i6y1UAQwGvA,view_count,122626,2026-08-12T14:07:02.326255+07:00,youtube_public_v1,PUBLIC,E7hmhsxT1EyJjWMbe
youtube,RRVFuLHKLB4,view_count,366580,2026-08-12T14:07:02.326255+07:00,youtube_public_v1,PUBLIC,E7hmhsxT1EyJjWMbe
youtube,-0zOfN0IOzM,view_count,103094,2026-08-12T14:07:02.326255+07:00,youtube_public_v1,PUBLIC,E7hmhsxT1EyJjWMbe
youtube,roKPJPeXkBg,view_count,34360,2026-08-12T18:25:36.701383+07:00,youtube_public_v1,PUBLIC,jor29WGcY0dRP3940
youtube,1hdVrgv64uA,view_count,992938,2026-08-12T18:25:36.701383+07:00,youtube_public_v1,PUBLIC,jor29WGcY0dRP3940
youtube,9dAUdlhVwdk,view_count,1442,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,SvqUu3pcHgc,view_count,11914458,2026-08-12T18:13:18.566732+07:00,youtube_public_v1,PUBLIC,dAdUbIUQCZtcUuBwM
youtube,o5zUpDas4K4,view_count,12235,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,usdE608xz5Y,view_count,809,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,WaIg1AA5ufU,view_count,18923,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,RPQH6HcZU0k,view_count,751,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,wF5xVVlw6Lw,view_count,575,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,YT1bNRt9KPc,view_count,2212,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,k85LWnjmN-I,view_count,195,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,pE9rVqMqaIY,view_count,2387,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,mfSwv7eg5_Q,view_count,18,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,a5v6S8ADOE4,view_count,241,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,P1w9x7KirNg,view_count,6862,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,GayW8mhNg-0,view_count,317,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,SJGAFjcWdOk,view_count,99,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,cDEVO3tmiHM,view_count,1299,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,O7r6MNRLFGw,view_count,96,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,BlP5aCE63RQ,view_count,8222,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,umr_IybeWls,view_count,66,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,le05nIY6GUk,view_count,1540,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,6-FLZBWEM6M,view_count,136,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,Aqb165egTCw,view_count,344,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,gV4OpABShfs,view_count,1048,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,3eGanhBJ3BI,view_count,74,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,jIpx3W0isL0,view_count,223,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,ULA4foakRwo,view_count,6,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,eJSG3dbr-EQ,view_count,91,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,A0f7fGH-N40,view_count,4753,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,nu2SrNQ6DQk,view_count,88,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,MXp7IaLIVjw,view_count,2710,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,C3qs0Smiyc4,view_count,125188,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,-Hd7uzyjoXY,view_count,83,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,T_CkWEs9jVg,view_count,109,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,tbgAXH19OUQ,view_count,2683,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,Rg0NKPVgr20,view_count,177,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,f56GvK-0fDY,view_count,50,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,6pqkh6vsO_c,view_count,268,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,8pLICXJPc3Y,view_count,1938,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,vspeU64hf4c,view_count,69,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,q3VlPx_InM4,view_count,3,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,my2pqr6nB0M,view_count,80,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,MMuVJVCk8aE,view_count,678,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,lK-g_wRRv2o,view_count,86241,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,p5MSsEPGY9g,view_count,357652,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,eM6Gy8i_jmc,view_count,797,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,d4TrLIuxgTk,view_count,1339,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,ZD90SxLvTl8,view_count,2306537,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,YWtC4G1JAgA,view_count,3842389,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,nD70yPpVEXU,view_count,102,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,EKy9R11Zt8I,view_count,283216,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,AoHvudkCKu8,view_count,2941587,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,Q0YqIUCybz4,view_count,101940,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,QyVTnBCRs1Y,view_count,4408677,2026-08-12T18:25:06.380679+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,ebqd7dcHcxA,view_count,157063,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,UaUKKHJnbzs,view_count,328000,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,qzC5XiVb4tA,view_count,78216,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,gSrszHYPjI8,view_count,233060,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,wqjGv_jWLtI,view_count,336325,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,Yj8BPShct2Y,view_count,6813271,2026-08-12T18:13:18.566732+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,kXcUk83DBz8,view_count,818,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,IJjbk9oTVno,view_count,48,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,FZFsIw3nTiU,view_count,680022,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,BP46nEogy8o,view_count,366,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,M1n9_EHCQ_Y,view_count,1198744,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,t9t1v-MQS4A,view_count,302124,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,lpqMz0pCbzU,view_count,147832,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,_wmjvnRDBIM,view_count,66,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
youtube,0JOYSaGVJ90,view_count,150468,2026-08-12T18:11:20.372854+07:00,youtube_public_v1,PUBLIC,5FdSgMJjlO0HleCys
