video_id,show_id,season_id,episode_no,snapshot_at,view_count,like_count,comment_count,source_method,actor_name,actor_run_id
RoBPjIwFbb0,OURSONG,OURSONG_2024,7,2026-08-12T14:00:36.110442+07:00,2742653,7100,1539,apify,streamers/youtube-scraper,csqekMeoBu6i3BPbj
Z-z5GnsUEeE,OURSONG,OURSONG_2024,12,2026-08-12T14:00:36.110442+07:00,3390986,11000,2240,apify,streamers/youtube-scraper,csqekMeoBu6i3BPbj
nFzKI9YrWLQ,OURSONG,OURSONG_2024,1,2026-08-12T14:00:36.110442+07:00,3558962,28000,4409,apify,streamers/youtube-scraper,csqekMeoBu6i3BPbj
npvwYFAww5o,OURSONG,OURSONG_2024,8,2026-08-12T14:00:36.110442+07:00,2713241,5200,1741,apify,streamers/youtube-scraper,csqekMeoBu6i3BPbj
nv-EC2OPtYw,OURSONG,OURSONG_2024,14,2026-08-12T14:00:36.110442+07:00,3426786,8500,1494,apify,streamers/youtube-scraper,csqekMeoBu6i3BPbj
oR-NS4hr6T0,OURSONG,OURSONG_2024,5,2026-08-12T14:00:36.110442+07:00,2776270,9100,1709,apify,streamers/youtube-scraper,csqekMeoBu6i3BPbj
ygktYBEwWTU,OURSONG,OURSONG_2024,2,2026-08-12T14:00:36.110442+07:00,2702116,14000,3077,apify,streamers/youtube-scraper,csqekMeoBu6i3BPbj
-8aJGDB6bAk,NHVDDP,NHVDDP_2024,12,2026-08-12T14:03:56.520484+07:00,36442,364,50,apify,streamers/youtube-scraper,c78HBFzRv6MDmbCg3
06Z2gehsFqw,NHVDDP,NHVDDP_2024,13,2026-08-12T14:03:56.520484+07:00,23944,454,3,apify,streamers/youtube-scraper,c78HBFzRv6MDmbCg3
49Qgth6Ga04,NHVDDP,NHVDDP_2024,15,2026-08-12T14:03:56.520484+07:00,18429,447,27,apify,streamers/youtube-scraper,c78HBFzRv6MDmbCg3
8ClSKzIXYPo,NHVDDP,NHVDDP_2024,9,2026-08-12T14:03:56.520484+07:00,57564,329,81,apify,streamers/youtube-scraper,c78HBFzRv6MDmbCg3
91tRLDt_dHs,NHVDDP,NHVDDP_2024,1,2026-08-12T14:03:56.520484+07:00,1862743,19000,1934,apify,streamers/youtube-scraper,c78HBFzRv6MDmbCg3
OTX_FyYglZ0,NHVDDP,NHVDDP_2024,2,2026-08-12T14:03:56.520484+07:00,92496,710,116,apify,streamers/youtube-scraper,c78HBFzRv6MDmbCg3
SSOV0D6Od4U,NHVDDP,NHVDDP_2024,11,2026-08-12T14:03:56.520484+07:00,30975,272,22,apify,streamers/youtube-scraper,c78HBFzRv6MDmbCg3
ZZMJerV79nc,NHVDDP,NHVDDP_2024,5,2026-08-12T14:03:56.520484+07:00,99267,687,124,apify,streamers/youtube-scraper,c78HBFzRv6MDmbCg3
c08b2mQQSWI,NHVDDP,NHVDDP_2024,6,2026-08-12T14:03:56.520484+07:00,95327,606,105,apify,streamers/youtube-scraper,c78HBFzRv6MDmbCg3
dFxGitO9qnA,NHVDDP,NHVDDP_2024,7,2026-08-12T14:03:56.520484+07:00,74595,443,57,apify,streamers/youtube-scraper,c78HBFzRv6MDmbCg3
i-ijgUHHKrk,NHVDDP,NHVDDP_2024,10,2026-08-12T14:03:56.520484+07:00,35362,227,24,apify,streamers/youtube-scraper,c78HBFzRv6MDmbCg3
jMjaJ7T8a5s,NHVDDP,NHVDDP_2024,8,2026-08-12T14:03:56.520484+07:00,81261,569,66,apify,streamers/youtube-scraper,c78HBFzRv6MDmbCg3
m1GBObf7OJs,NHVDDP,NHVDDP_2024,3,2026-08-12T14:03:56.520484+07:00,81591,529,83,apify,streamers/youtube-scraper,c78HBFzRv6MDmbCg3
u_N5KQqTLNo,NHVDDP,NHVDDP_2024,4,2026-08-12T14:03:56.520484+07:00,122833,492,22,apify,streamers/youtube-scraper,c78HBFzRv6MDmbCg3
wt5G_kL6DYc,NHVDDP,NHVDDP_2024,14,2026-08-12T14:03:56.520484+07:00,23158,332,36,apify,streamers/youtube-scraper,c78HBFzRv6MDmbCg3
1ppkFEyF6Nk,2N1D,2N1D_S1,5,2026-08-12T14:06:31.995243+07:00,4917776,23000,606,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
2emxLcSzzWA,2N1D,2N1D_S1,24,2026-08-12T14:06:31.995243+07:00,5395491,23000,1008,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
3HxRUhJ4djY,2N1D,2N1D_S1,6,2026-08-12T14:06:31.995243+07:00,4553898,21000,592,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
4BegI9FrDOg,2N1D,2N1D_S1,30,2026-08-12T14:06:31.995243+07:00,10818887,39000,1043,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
5RXN2NuyyMs,2N1D,2N1D_S1,29,2026-08-12T14:06:31.995243+07:00,13404401,92000,4963,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
6VvPE7pBKOU,2N1D,2N1D_S1,2,2026-08-12T14:06:31.995243+07:00,4249246,22000,819,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
BRl1QO5k8ZA,2N1D,2N1D_S1,4,2026-08-12T14:06:31.995243+07:00,3967218,23000,618,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
DdwR7cW8AJo,2N1D,2N1D_S1,21,2026-08-12T14:06:31.995243+07:00,3290906,18000,1129,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
FjiOfZbujhU,2N1D,2N1D_S1,14,2026-08-12T14:06:31.995243+07:00,4148451,22000,732,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
Gwqajef2ZdM,2N1D,2N1D_S1,8,2026-08-12T14:06:31.995243+07:00,4869364,30000,1134,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
Hwsp71oyyZ8,2N1D,2N1D_S1,13,2026-08-12T14:06:31.995243+07:00,5132727,43000,2321,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
NkMirICI7F0,2N1D,2N1D_S1,10,2026-08-12T14:06:31.995243+07:00,7489102,46000,1977,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
OkF8Il_3Rgc,2N1D,2N1D_S1,25,2026-08-12T14:06:31.995243+07:00,12650869,71000,4450,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
Olnxxhhy5g4,2N1D,2N1D_S1,9,2026-08-12T14:06:31.995243+07:00,5832812,40000,1856,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
R3cahg9Kz2A,2N1D,2N1D_S1,15,2026-08-12T14:06:31.995243+07:00,7924197,46000,2035,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
WhE7-qypUcI,2N1D,2N1D_S1,18,2026-08-12T14:06:31.995243+07:00,8625596,50000,2344,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
WpnspZK5qdk,2N1D,2N1D_S1,7,2026-08-12T14:06:31.995243+07:00,2714643,15000,412,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
X7o-yCYNMrM,2N1D,2N1D_S1,3,2026-08-12T14:06:31.995243+07:00,7452049,34000,941,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
ZH-wGCtfozU,2N1D,2N1D_S1,22,2026-08-12T14:06:31.995243+07:00,2583618,15000,424,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
ZN7jNEuXrvA,2N1D,2N1D_S1,12,2026-08-12T14:06:31.995243+07:00,7883004,62000,3707,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
ax2ZbRfWdo8,2N1D,2N1D_S1,11,2026-08-12T14:06:31.995243+07:00,12403244,82000,4130,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
b1xvZ7aQGxk,2N1D,2N1D_S1,27,2026-08-12T14:06:31.995243+07:00,20222572,105000,6339,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
cWyPS2P4cRY,2N1D,2N1D_S1,28,2026-08-12T14:06:31.995243+07:00,12804448,89000,5669,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
fnLGL8PMA3c,2N1D,2N1D_S1,20,2026-08-12T14:06:31.995243+07:00,3497488,22000,718,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
l49XY7ixsBY,2N1D,2N1D_S1,31,2026-08-12T14:06:31.995243+07:00,7352756,42000,1211,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
lVM4szOATTE,2N1D,2N1D_S1,17,2026-08-12T14:06:31.995243+07:00,7941720,47000,1878,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
nNLvWV7mHPI,2N1D,2N1D_S1,26,2026-08-12T14:06:31.995243+07:00,10274025,74000,3062,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
nQ5ICydRcpQ,2N1D,2N1D_S1,19,2026-08-12T14:06:31.995243+07:00,6189842,45000,2393,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
qYOTawWTw-E,2N1D,2N1D_S1,23,2026-08-12T14:06:31.995243+07:00,2227877,14000,432,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
yKzaCGp5dpM,2N1D,2N1D_S1,1,2026-08-12T14:06:31.995243+07:00,4768432,24000,1226,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
zq3SGGKGR4g,2N1D,2N1D_S1,16,2026-08-12T14:06:31.995243+07:00,6393298,45000,2057,apify,streamers/youtube-scraper,PJmq8ewiB6tZl4WFu
67c__GrqNWk,2N1D,2N1D_S2,48,2026-08-12T14:07:02.326255+07:00,1946753,12000,363,apify,streamers/youtube-scraper,E7hmhsxT1EyJjWMbe
99jkGbsgp3o,2N1D,2N1D_S2,40,2026-08-12T14:07:02.326255+07:00,11216632,81000,6297,apify,streamers/youtube-scraper,E7hmhsxT1EyJjWMbe
BS3hs8aS1B0,2N1D,2N1D_S2,33,2026-08-12T14:07:02.326255+07:00,15490199,153000,10415,apify,streamers/youtube-scraper,E7hmhsxT1EyJjWMbe
CS8sFyH3e6U,2N1D,2N1D_S2,32,2026-08-12T14:07:02.326255+07:00,14186963,139000,10476,apify,streamers/youtube-scraper,E7hmhsxT1EyJjWMbe
EqvPUqcMXIc,2N1D,2N1D_S2,50,2026-08-12T14:07:02.326255+07:00,11063800,94000,4175,apify,streamers/youtube-scraper,E7hmhsxT1EyJjWMbe
GmfB9eF9lY8,2N1D,2N1D_S2,46,2026-08-12T14:07:02.326255+07:00,10495134,83000,4762,apify,streamers/youtube-scraper,E7hmhsxT1EyJjWMbe
ObrjrJufWzA,2N1D,2N1D_S2,36,2026-08-12T14:07:02.326255+07:00,4964742,24000,465,apify,streamers/youtube-scraper,E7hmhsxT1EyJjWMbe
S3UAxkUn1zg,2N1D,2N1D_S2,47,2026-08-12T14:07:02.326255+07:00,6337470,28000,748,apify,streamers/youtube-scraper,E7hmhsxT1EyJjWMbe
TfG9UihtD4I,2N1D,2N1D_S2,34,2026-08-12T14:07:02.326255+07:00,13962797,101000,4940,apify,streamers/youtube-scraper,E7hmhsxT1EyJjWMbe
XHihpeX3glU,2N1D,2N1D_S2,41,2026-08-12T14:07:02.326255+07:00,10852926,83000,6622,apify,streamers/youtube-scraper,E7hmhsxT1EyJjWMbe
Ycoic6Tjcc0,2N1D,2N1D_S2,37,2026-08-12T14:07:02.326255+07:00,4016682,21000,606,apify,streamers/youtube-scraper,E7hmhsxT1EyJjWMbe
Z5LfBM6J5oU,2N1D,2N1D_S2,45,2026-08-12T14:07:02.326255+07:00,10273640,74000,3255,apify,streamers/youtube-scraper,E7hmhsxT1EyJjWMbe
eNWB79yOKe0,2N1D,2N1D_S2,38,2026-08-12T14:07:02.326255+07:00,3028485,15000,397,apify,streamers/youtube-scraper,E7hmhsxT1EyJjWMbe
eWMJrhtoMdQ,2N1D,2N1D_S2,49,2026-08-12T14:07:02.326255+07:00,13097426,81000,3844,apify,streamers/youtube-scraper,E7hmhsxT1EyJjWMbe
gTGn3RzPAzg,2N1D,2N1D_S2,35,2026-08-12T14:07:02.326255+07:00,13305416,99000,6049,apify,streamers/youtube-scraper,E7hmhsxT1EyJjWMbe
lhznO_xsbfU,2N1D,2N1D_S2,39,2026-08-12T14:07:02.326255+07:00,11263631,89000,6016,apify,streamers/youtube-scraper,E7hmhsxT1EyJjWMbe
m5zha0M89YU,2N1D,2N1D_S2,43,2026-08-12T14:07:02.326255+07:00,3228111,16000,3224,apify,streamers/youtube-scraper,E7hmhsxT1EyJjWMbe
t2m_Yd_pLjo,2N1D,2N1D_S2,44,2026-08-12T14:07:02.326255+07:00,3575084,18000,454,apify,streamers/youtube-scraper,E7hmhsxT1EyJjWMbe
u5ap3C664B8,2N1D,2N1D_S2,42,2026-08-12T14:07:02.326255+07:00,3283575,19000,773,apify,streamers/youtube-scraper,E7hmhsxT1EyJjWMbe
1F65wS5dAFU,2N1D,2N1D_S3,64,2026-08-12T14:07:45.529244+07:00,11097215,202000,10191,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
1Gg0ZGkqXJk,2N1D,2N1D_S3,62,2026-08-12T14:07:45.529244+07:00,11182952,163000,9660,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
5JCphZY9B4E,2N1D,2N1D_S3,73,2026-08-12T14:07:45.529244+07:00,13929141,196000,6971,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
7MTAG5aXzYI,2N1D,2N1D_S3,66,2026-08-12T14:07:45.529244+07:00,11773721,174000,7578,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
Ag25boVkK64,2N1D,2N1D_S3,53,2026-08-12T14:07:45.529244+07:00,4141215,21000,637,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
BlfjiODD3oo,2N1D,2N1D_S3,63,2026-08-12T14:07:45.529244+07:00,5459488,31000,1068,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
EJDi4J_WAZ8,2N1D,2N1D_S3,77,2026-08-12T14:07:45.529244+07:00,1347593,9900,492,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
ER48TV_T_P4,2N1D,2N1D_S3,80,2026-08-12T14:07:45.529244+07:00,6722147,191000,7318,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
FBEhjMOOcHQ,2N1D,2N1D_S3,68,2026-08-12T14:07:45.529244+07:00,8913205,78000,5445,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
J38nTBNy4Uo,2N1D,2N1D_S3,60,2026-08-12T14:07:45.529244+07:00,11737574,205000,36476,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
OM8bLJCjzYc,2N1D,2N1D_S3,78,2026-08-12T14:07:45.529244+07:00,9351921,184000,4049,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
OPF_dR_UMpM,2N1D,2N1D_S3,52,2026-08-12T14:07:45.529244+07:00,3688482,19000,417,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
SU3k_JUaEj4,2N1D,2N1D_S3,76,2026-08-12T14:07:45.529244+07:00,1856925,10000,331,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
T_sOZd-6v0s,2N1D,2N1D_S3,55,2026-08-12T14:07:45.529244+07:00,14685308,106000,6912,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
UD3A5gxwzLM,2N1D,2N1D_S3,58,2026-08-12T14:07:45.529244+07:00,2256487,12000,383,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
WB5C2fvoKtI,2N1D,2N1D_S3,56,2026-08-12T14:07:45.529244+07:00,2075951,11000,340,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
Zh_n4FYbO7I,2N1D,2N1D_S3,79,2026-08-12T14:07:45.529244+07:00,7658916,175000,4647,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
aEmQcuO7_vM,2N1D,2N1D_S3,74,2026-08-12T14:07:45.529244+07:00,9161260,72000,3717,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
ds7AvYRHkPY,2N1D,2N1D_S3,71,2026-08-12T14:07:45.529244+07:00,15069580,205000,7600,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
emEZFDojJBs,2N1D,2N1D_S3,51,2026-08-12T14:07:45.529244+07:00,2090429,16000,530,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
h5mQT4iiyQI,2N1D,2N1D_S3,59,2026-08-12T14:07:45.529244+07:00,12836087,180000,20540,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
isTv7IngBoI,2N1D,2N1D_S3,57,2026-08-12T14:07:45.529244+07:00,1463969,8600,249,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
it8PW4GyY4I,2N1D,2N1D_S3,69,2026-08-12T14:07:45.529244+07:00,3158948,20000,448,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
lnhpMqtUt_k,2N1D,2N1D_S3,65,2026-08-12T14:07:45.529244+07:00,12700707,198000,14051,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
p8mnCFWyL58,2N1D,2N1D_S3,72,2026-08-12T14:07:45.529244+07:00,12470425,178000,5420,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
qQJgnT1E5sk,2N1D,2N1D_S3,61,2026-08-12T14:07:45.529244+07:00,13872377,156000,15629,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
qqiadWBeln0,2N1D,2N1D_S3,70,2026-08-12T14:07:45.529244+07:00,4151773,25000,874,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
rEV2mxOpQWI,2N1D,2N1D_S3,75,2026-08-12T14:07:45.529244+07:00,1909245,11000,281,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
rb1ehP_IRj4,2N1D,2N1D_S3,67,2026-08-12T14:07:45.529244+07:00,8739303,69000,5507,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
t75i71uhtO4,2N1D,2N1D_S3,54,2026-08-12T14:07:45.529244+07:00,13478722,99000,9666,apify,streamers/youtube-scraper,Mm04NYyBQz5CEnFX9
1hdVrgv64uA,2N1D,2N1D_S4,92,2026-08-12T14:08:19.086034+07:00,992938,4400,122,apify,streamers/youtube-scraper,p2uAazFzpCf9Jq2sL
2mOQdcQz-0Q,2N1D,2N1D_S4,88,2026-08-12T14:08:19.086034+07:00,1045919,5500,265,apify,streamers/youtube-scraper,p2uAazFzpCf9Jq2sL
3dsU5PRvjYE,2N1D,2N1D_S4,84,2026-08-12T14:08:19.086034+07:00,1051404,5400,253,apify,streamers/youtube-scraper,p2uAazFzpCf9Jq2sL
B3Zc1ykGlBg,2N1D,2N1D_S4,95,2026-08-12T14:08:19.086034+07:00,1727838,7800,183,apify,streamers/youtube-scraper,p2uAazFzpCf9Jq2sL
FfHHzzncIg4,2N1D,2N1D_S4,93,2026-08-12T14:08:19.086034+07:00,1523758,9900,476,apify,streamers/youtube-scraper,p2uAazFzpCf9Jq2sL
L3bhtY7Yx9g,2N1D,2N1D_S4,96,2026-08-12T14:08:19.086034+07:00,1347713,7400,163,apify,streamers/youtube-scraper,p2uAazFzpCf9Jq2sL
TVulFNjgAAA,2N1D,2N1D_S4,90,2026-08-12T14:08:19.086034+07:00,1615068,8300,319,apify,streamers/youtube-scraper,p2uAazFzpCf9Jq2sL
XIuDTjlDc58,2N1D,2N1D_S4,85,2026-08-12T14:08:19.086034+07:00,1001070,5600,339,apify,streamers/youtube-scraper,p2uAazFzpCf9Jq2sL
XVsu0hC5eBg,2N1D,2N1D_S4,87,2026-08-12T14:08:19.086034+07:00,1128490,6500,598,apify,streamers/youtube-scraper,p2uAazFzpCf9Jq2sL
aPiz6yKSXhU,2N1D,2N1D_S4,91,2026-08-12T14:08:19.086034+07:00,2207292,9300,293,apify,streamers/youtube-scraper,p2uAazFzpCf9Jq2sL
bVRQYw8hM44,2N1D,2N1D_S4,89,2026-08-12T14:08:19.086034+07:00,1145899,5200,172,apify,streamers/youtube-scraper,p2uAazFzpCf9Jq2sL
cedz9-BwbSY,2N1D,2N1D_S4,86,2026-08-12T14:08:19.086034+07:00,725487,3900,237,apify,streamers/youtube-scraper,p2uAazFzpCf9Jq2sL
eJ5bGiSt-M0,2N1D,2N1D_S4,94,2026-08-12T14:08:19.086034+07:00,2126404,9800,317,apify,streamers/youtube-scraper,p2uAazFzpCf9Jq2sL
i7sL4ic6W3U,2N1D,2N1D_S4,82,2026-08-12T14:08:19.086034+07:00,1738091,9700,419,apify,streamers/youtube-scraper,p2uAazFzpCf9Jq2sL
nsV3Pf3HqIk,2N1D,2N1D_S4,81,2026-08-12T14:08:19.086034+07:00,2721838,17000,562,apify,streamers/youtube-scraper,p2uAazFzpCf9Jq2sL
qy49sl1EmzU,2N1D,2N1D_S4,97,2026-08-12T14:08:19.086034+07:00,1507669,7100,262,apify,streamers/youtube-scraper,p2uAazFzpCf9Jq2sL
3paQt4iEaxo,RMVN,RMVN_S2,5,2026-08-12T14:10:08.652939+07:00,5677625,42000,3167,apify,streamers/youtube-scraper,0aeWGwnLycaBoktNm
4AGeFst5FJw,RMVN,RMVN_S2,7,2026-08-12T14:10:08.652939+07:00,8122335,68000,7804,apify,streamers/youtube-scraper,0aeWGwnLycaBoktNm
4LOvVC0Bsms,RMVN,RMVN_S2,11,2026-08-12T14:10:08.652939+07:00,6113491,85000,4673,apify,streamers/youtube-scraper,0aeWGwnLycaBoktNm
4bZCJeYucGM,RMVN,RMVN_S2,9,2026-08-12T14:10:08.652939+07:00,9841302,83000,6314,apify,streamers/youtube-scraper,0aeWGwnLycaBoktNm
6TELIDLHHbA,RMVN,RMVN_S2,13,2026-08-12T14:10:08.652939+07:00,9977083,95000,6333,apify,streamers/youtube-scraper,0aeWGwnLycaBoktNm
BvMN_9kRHz4,RMVN,RMVN_S2,3,2026-08-12T14:10:08.652939+07:00,3130086,18000,715,apify,streamers/youtube-scraper,0aeWGwnLycaBoktNm
CrItJPBleRg,RMVN,RMVN_S2,14,2026-08-12T14:10:08.652939+07:00,7700688,71000,3566,apify,streamers/youtube-scraper,0aeWGwnLycaBoktNm
DD-2U07t1DI,RMVN,RMVN_S2,12,2026-08-12T14:10:08.652939+07:00,10506051,99000,7028,apify,streamers/youtube-scraper,0aeWGwnLycaBoktNm
NUOe8MuHmKU,RMVN,RMVN_S2,10,2026-08-12T14:10:08.652939+07:00,13606035,144000,16452,apify,streamers/youtube-scraper,0aeWGwnLycaBoktNm
NlQ8eJqzMgE,RMVN,RMVN_S2,16,2026-08-12T14:10:08.652939+07:00,7884482,99000,7509,apify,streamers/youtube-scraper,0aeWGwnLycaBoktNm
QyVTnBCRs1Y,RMVN,RMVN_S2,2,2026-08-12T14:10:08.652939+07:00,4408399,28000,1227,apify,streamers/youtube-scraper,0aeWGwnLycaBoktNm
ky6OjyffLL4,RMVN,RMVN_S2,4,2026-08-12T14:10:08.652939+07:00,2962562,15000,665,apify,streamers/youtube-scraper,0aeWGwnLycaBoktNm
v4YbmIP8oC4,RMVN,RMVN_S2,6,2026-08-12T14:10:08.652939+07:00,2545178,15000,644,apify,streamers/youtube-scraper,0aeWGwnLycaBoktNm
wQ8a7VFYsdI,RMVN,RMVN_S2,8,2026-08-12T14:10:08.652939+07:00,9531674,83000,5700,apify,streamers/youtube-scraper,0aeWGwnLycaBoktNm
xW0DtfvHkzw,RMVN,RMVN_S2,15,2026-08-12T14:10:08.652939+07:00,8630253,83000,4947,apify,streamers/youtube-scraper,0aeWGwnLycaBoktNm
-cITqIrVmBY,RMVN,RMVN_S3,6,2026-08-12T14:10:45.752604+07:00,13428592,95000,8886,apify,streamers/youtube-scraper,FH9kxLbGuuiAEs6P6
3NMr0tF_l-0,RMVN,RMVN_S3,2,2026-08-12T14:10:45.752604+07:00,12489665,100000,7212,apify,streamers/youtube-scraper,FH9kxLbGuuiAEs6P6
42c2bsDKOX0,RMVN,RMVN_S3,9,2026-08-12T14:10:45.752604+07:00,11890944,78000,7164,apify,streamers/youtube-scraper,FH9kxLbGuuiAEs6P6
5VzWESQw-as,RMVN,RMVN_S3,8,2026-08-12T14:10:45.752604+07:00,12900195,82000,5681,apify,streamers/youtube-scraper,FH9kxLbGuuiAEs6P6
5_ktCUWKhm0,RMVN,RMVN_S3,16,2026-08-12T14:10:45.752604+07:00,12271852,106000,6786,apify,streamers/youtube-scraper,FH9kxLbGuuiAEs6P6
9u5GQWJuosg,RMVN,RMVN_S3,7,2026-08-12T14:10:45.752604+07:00,12564070,84000,6958,apify,streamers/youtube-scraper,FH9kxLbGuuiAEs6P6
PpbqoPxDqGs,RMVN,RMVN_S3,12,2026-08-12T14:10:45.752604+07:00,13744174,88000,7451,apify,streamers/youtube-scraper,FH9kxLbGuuiAEs6P6
SlcSOyrtvfo,RMVN,RMVN_S3,10,2026-08-12T14:10:45.752604+07:00,11930406,75000,5397,apify,streamers/youtube-scraper,FH9kxLbGuuiAEs6P6
YsTL3ZF37_I,RMVN,RMVN_S3,14,2026-08-12T14:10:45.752604+07:00,13440418,87000,6920,apify,streamers/youtube-scraper,FH9kxLbGuuiAEs6P6
bTa6ECwJyoE,RMVN,RMVN_S3,5,2026-08-12T14:10:45.752604+07:00,13312180,101000,8485,apify,streamers/youtube-scraper,FH9kxLbGuuiAEs6P6
gvO4l50mKKc,RMVN,RMVN_S3,15,2026-08-12T14:10:45.752604+07:00,14159654,101000,9702,apify,streamers/youtube-scraper,FH9kxLbGuuiAEs6P6
i1KU8adicF0,RMVN,RMVN_S3,3,2026-08-12T14:10:45.752604+07:00,13973637,119000,10473,apify,streamers/youtube-scraper,FH9kxLbGuuiAEs6P6
le50VmLbAWo,RMVN,RMVN_S3,11,2026-08-12T14:10:45.752604+07:00,13500498,80000,6106,apify,streamers/youtube-scraper,FH9kxLbGuuiAEs6P6
ouF7D_jZyQU,RMVN,RMVN_S3,13,2026-08-12T14:10:45.752604+07:00,12858924,83000,5751,apify,streamers/youtube-scraper,FH9kxLbGuuiAEs6P6
pMp6dAlTXT0,RMVN,RMVN_S3,1,2026-08-12T14:10:45.752604+07:00,17858870,161000,12074,apify,streamers/youtube-scraper,FH9kxLbGuuiAEs6P6
xF6nXB4ydCs,RMVN,RMVN_S3,4,2026-08-12T14:10:45.752604+07:00,16172015,119000,9648,apify,streamers/youtube-scraper,FH9kxLbGuuiAEs6P6
0fqYrzaAvlA,SNN,SNN_S1,4,2026-08-12T14:13:13.153303+07:00,2780600,9500,374,apify,streamers/youtube-scraper,LbLnX8ftJbCHFUF5q
3IqT4v7-CrI,SNN,SNN_S1,6,2026-08-12T14:13:13.153303+07:00,2807325,10000,534,apify,streamers/youtube-scraper,LbLnX8ftJbCHFUF5q
4HVa7G0Ckmw,SNN,SNN_S1,2,2026-08-12T14:13:13.153303+07:00,4768538,15000,1088,apify,streamers/youtube-scraper,LbLnX8ftJbCHFUF5q
8kKLV6Qa8jI,SNN,SNN_S1,7,2026-08-12T14:13:13.153303+07:00,2354580,9200,890,apify,streamers/youtube-scraper,LbLnX8ftJbCHFUF5q
CRRYmuFMvhI,SNN,SNN_S1,1,2026-08-12T14:13:13.153303+07:00,5285255,18000,781,apify,streamers/youtube-scraper,LbLnX8ftJbCHFUF5q
Lvc1N4s-ysg,SNN,SNN_S1,3,2026-08-12T14:13:13.153303+07:00,3510553,11000,450,apify,streamers/youtube-scraper,LbLnX8ftJbCHFUF5q
OlRD_t1G2Ig,SNN,SNN_S1,5,2026-08-12T14:13:13.153303+07:00,2875840,10000,178,apify,streamers/youtube-scraper,LbLnX8ftJbCHFUF5q
